,age,decile1,decile3,fam_inc,lsat,ugpa,cluster,fulltime,male,race1,pass_bar
13319,-44.0,5.0,5.0,4.0,37.0,3.9,5.0,1.0,0.0,0,1.0
13321,-67.0,5.0,8.0,4.0,39.0,3.9,1.0,1.0,0.0,0,1.0
13322,-63.0,8.0,7.0,4.0,36.0,3.9,1.0,1.0,0.0,0,1.0
13323,-57.0,10.0,10.0,3.0,39.0,3.9,2.0,1.0,0.0,0,1.0
13324,-54.0,9.0,4.0,3.0,40.5,3.9,5.0,1.0,1.0,2,1.0
13325,-61.0,5.0,4.0,4.0,43.0,3.9,5.0,1.0,1.0,0,1.0
13326,-55.0,3.0,5.0,3.0,38.0,3.9,2.0,1.0,0.0,0,1.0
13327,-63.0,6.0,5.0,4.0,39.0,3.9,4.0,1.0,0.0,0,1.0
13330,-62.0,2.0,1.0,5.0,44.0,3.9,5.0,1.0,1.0,0,1.0
13331,-57.0,10.0,10.0,3.0,31.0,3.9,3.0,1.0,0.0,0,1.0
13332,-62.0,6.0,7.0,2.0,33.0,3.9,1.0,1.0,0.0,0,1.0
13333,-62.0,8.0,7.0,4.0,37.0,3.9,4.0,1.0,0.0,0,1.0
13334,-55.0,8.0,6.0,4.0,30.0,3.9,4.0,2.0,1.0,0,1.0
13335,-64.0,9.0,9.0,4.0,48.0,3.9,4.0,1.0,1.0,2,1.0
13336,-63.0,4.0,6.0,4.0,44.0,3.9,5.0,1.0,1.0,0,1.0
13337,-62.0,9.0,9.0,4.0,37.5,3.9,1.0,1.0,0.0,0,1.0
13338,-58.0,6.0,2.0,1.0,41.0,3.9,4.0,1.0,1.0,0,1.0
13339,-59.0,10.0,10.0,3.0,47.0,3.9,4.0,1.0,1.0,0,1.0
13341,-62.0,9.0,8.0,4.0,48.0,3.9,4.0,1.0,1.0,0,1.0
13343,-62.0,3.0,2.0,4.0,45.0,3.9,4.0,1.0,1.0,0,1.0
13344,-62.0,7.0,8.0,4.0,43.0,3.9,5.0,1.0,1.0,0,1.0
13345,-59.0,5.0,4.0,4.0,37.0,3.9,3.0,1.0,0.0,4,1.0
13346,-62.0,10.0,10.0,4.0,42.0,3.9,5.0,1.0,0.0,0,1.0
13347,-62.0,10.0,10.0,5.0,47.0,3.9,5.0,1.0,1.0,0,1.0
13348,-64.0,10.0,10.0,4.0,38.0,3.9,4.0,1.0,0.0,0,1.0
13351,-62.0,10.0,10.0,4.0,40.0,3.9,1.0,1.0,1.0,0,1.0
13353,-59.0,5.0,8.0,4.0,34.0,3.9,1.0,1.0,0.0,0,0.0
13354,-63.0,10.0,9.0,4.0,46.0,3.9,4.0,1.0,1.0,0,1.0
13355,-63.0,9.0,10.0,4.0,41.0,3.9,5.0,1.0,0.0,0,1.0
13356,-62.0,9.0,9.0,3.0,46.0,3.9,1.0,1.0,0.0,0,1.0
13357,-62.0,8.0,9.0,3.0,47.0,3.9,5.0,1.0,1.0,0,1.0
13358,-46.0,10.0,10.0,3.0,41.0,3.9,4.0,2.0,0.0,0,1.0
13359,-61.0,3.0,4.0,2.0,42.0,3.9,5.0,1.0,1.0,0,1.0
13360,-62.0,6.0,7.0,3.0,45.0,3.9,4.0,1.0,0.0,0,1.0
13361,-61.0,2.0,3.0,4.0,44.0,3.9,5.0,1.0,1.0,0,1.0
13362,-62.0,4.0,3.0,4.0,29.0,3.9,6.0,1.0,0.0,0,0.0
13365,-32.0,7.0,9.0,4.0,42.0,3.9,1.0,1.0,0.0,0,1.0
13366,-61.0,6.0,3.0,4.0,36.5,3.9,4.0,1.0,1.0,0,1.0
13367,-61.0,2.0,3.0,3.0,31.0,3.9,3.0,1.0,0.0,1,1.0
13368,-63.0,6.0,6.0,3.0,41.0,3.9,1.0,1.0,0.0,0,1.0
13369,-56.0,8.0,9.0,2.0,28.0,3.9,6.0,1.0,1.0,0,1.0
13370,-61.0,10.0,10.0,4.0,48.0,3.9,5.0,1.0,1.0,4,1.0
13372,-61.0,9.0,8.0,3.0,34.0,3.9,1.0,1.0,0.0,0,1.0
13373,-61.0,7.0,6.0,3.0,30.0,3.9,4.0,1.0,0.0,0,1.0
13374,-61.0,5.0,3.0,4.0,31.0,3.9,1.0,1.0,1.0,0,1.0
13375,-65.0,8.0,6.0,4.0,37.0,3.9,1.0,1.0,1.0,0,1.0
13376,-52.0,10.0,10.0,3.0,40.0,3.9,1.0,1.0,1.0,0,1.0
13377,-58.0,9.0,7.0,3.0,36.0,3.9,1.0,1.0,1.0,0,1.0
13379,-62.0,10.0,10.0,4.0,40.0,3.9,5.0,1.0,0.0,0,1.0
13380,-61.0,7.0,5.0,5.0,36.0,3.9,1.0,1.0,1.0,0,1.0
13381,-62.0,5.0,7.0,3.0,43.0,3.9,5.0,1.0,0.0,0,1.0
13382,-62.0,6.0,9.0,3.0,35.0,3.9,1.0,1.0,1.0,0,1.0
13383,-61.0,3.0,2.0,2.0,38.0,3.9,4.0,1.0,0.0,0,1.0
13384,-61.0,5.0,6.0,4.0,40.0,3.9,1.0,1.0,1.0,0,1.0
13385,-62.0,10.0,9.0,5.0,44.0,3.9,4.0,1.0,0.0,0,1.0
13386,-63.0,2.0,2.0,3.0,44.0,3.9,5.0,1.0,0.0,0,1.0
13387,-61.0,9.0,9.0,3.0,35.5,3.9,3.0,1.0,1.0,0,1.0
13388,-58.0,10.0,10.0,3.0,38.0,3.9,1.0,1.0,0.0,0,1.0
13389,-62.0,4.0,6.0,3.0,35.0,3.9,1.0,1.0,0.0,0,1.0
13390,-62.0,7.0,5.0,2.0,44.0,3.9,5.0,1.0,1.0,0,1.0
13391,-61.0,4.0,6.0,3.0,30.0,3.9,1.0,1.0,0.0,0,1.0
13392,-62.0,8.0,7.0,4.0,38.0,3.9,1.0,1.0,1.0,0,1.0
13393,-67.0,7.0,5.0,4.0,41.0,3.9,1.0,1.0,0.0,0,1.0
13394,-61.0,5.0,8.0,3.0,35.0,3.9,1.0,1.0,1.0,0,1.0
13395,-37.0,10.0,10.0,3.0,47.0,3.9,1.0,1.0,0.0,0,1.0
13396,-62.0,8.0,7.0,4.0,37.0,3.9,3.0,1.0,0.0,0,1.0
13397,-57.0,6.0,5.0,3.0,43.0,3.9,4.0,1.0,0.0,2,1.0
13398,-62.0,6.0,7.0,3.0,42.0,3.9,1.0,1.0,0.0,0,1.0
13399,-61.0,8.0,7.0,2.0,39.0,3.9,3.0,1.0,0.0,0,1.0
13400,-62.0,10.0,10.0,4.0,45.0,3.9,5.0,1.0,0.0,0,1.0
13401,-58.0,7.0,6.0,4.0,42.0,3.9,3.0,1.0,0.0,0,1.0
13402,-60.0,10.0,10.0,3.0,43.0,3.9,1.0,1.0,1.0,0,1.0
13403,-62.0,3.0,3.0,4.0,39.0,3.9,1.0,1.0,1.0,0,1.0
13405,-62.0,1.0,1.0,3.0,42.0,3.9,5.0,1.0,0.0,0,1.0
13406,-60.0,4.0,3.0,3.0,37.0,3.9,4.0,1.0,0.0,0,1.0
13407,-60.0,4.0,9.0,4.0,39.0,3.9,4.0,1.0,1.0,0,1.0
13409,-61.0,8.0,6.0,4.0,39.0,3.9,3.0,1.0,0.0,0,1.0
13411,-61.0,10.0,10.0,4.0,48.0,3.9,4.0,1.0,1.0,0,1.0
13413,-62.0,9.0,10.0,4.0,42.0,3.9,5.0,1.0,1.0,0,1.0
13414,-58.0,8.0,4.0,3.0,29.0,3.9,6.0,2.0,0.0,0,0.0
13415,-68.0,7.0,8.0,3.0,30.0,3.9,3.0,1.0,1.0,2,1.0
13417,-62.0,9.0,9.0,3.0,43.0,3.9,1.0,1.0,0.0,0,1.0
13418,-62.0,10.0,10.0,4.0,47.0,3.9,4.0,1.0,1.0,0,1.0
13420,-61.0,6.0,7.0,3.0,45.0,3.9,1.0,1.0,0.0,0,1.0
13421,-60.0,10.0,10.0,3.0,43.0,3.9,2.0,1.0,0.0,0,1.0
13422,-56.0,8.0,8.0,3.0,37.0,3.9,3.0,1.0,0.0,0,1.0
13423,-60.0,1.0,2.0,4.0,46.0,3.9,4.0,1.0,1.0,0,1.0
13424,-61.0,5.0,6.0,2.0,41.0,3.9,5.0,1.0,0.0,0,1.0
13425,-55.0,4.0,3.0,3.0,33.0,3.9,1.0,1.0,1.0,0,1.0
13426,-62.0,8.0,6.0,4.0,45.0,3.9,5.0,1.0,0.0,4,1.0
13427,-62.0,7.0,7.0,4.0,37.0,3.9,1.0,1.0,0.0,0,1.0
13428,-61.0,5.0,4.0,3.0,27.0,3.9,3.0,1.0,0.0,0,1.0
13429,-53.0,3.0,4.0,5.0,29.5,3.9,3.0,1.0,0.0,0,0.0
13431,-62.0,2.0,2.0,4.0,46.0,3.9,5.0,1.0,1.0,2,1.0
13432,-62.0,7.0,7.0,3.0,35.0,3.9,1.0,1.0,0.0,0,1.0
13433,-62.0,4.0,5.0,3.0,28.0,3.9,3.0,1.0,0.0,3,1.0
13434,-62.0,8.0,9.0,3.0,32.5,3.9,3.0,1.0,0.0,0,1.0
13435,-63.0,9.0,9.0,4.0,35.0,3.9,1.0,1.0,0.0,0,1.0
13437,-62.0,7.0,6.0,5.0,43.0,3.9,5.0,1.0,1.0,4,1.0
13438,-62.0,3.0,3.0,4.0,35.0,3.9,1.0,1.0,0.0,0,1.0
13439,-59.0,6.0,4.0,3.0,45.0,3.9,4.0,1.0,1.0,0,1.0
13441,-62.0,5.0,3.0,4.0,33.0,3.9,1.0,1.0,1.0,0,1.0
13442,-66.0,9.0,8.0,4.0,42.0,3.9,4.0,1.0,0.0,0,1.0
13443,-61.0,10.0,10.0,4.0,45.0,3.9,5.0,1.0,1.0,0,1.0
13444,-62.0,9.0,9.0,4.0,47.0,3.9,4.0,1.0,1.0,0,1.0
13445,-52.0,9.0,9.0,3.0,46.0,3.9,4.0,1.0,0.0,0,1.0
13447,-62.0,5.0,6.0,4.0,41.0,3.9,5.0,1.0,1.0,0,1.0
13448,-62.0,7.0,4.0,4.0,26.0,3.9,2.0,1.0,0.0,0,1.0
13449,-55.0,10.0,10.0,4.0,44.0,3.9,3.0,1.0,0.0,0,1.0
13450,-61.0,9.0,8.0,2.0,41.0,3.9,3.0,1.0,0.0,0,1.0
13451,-63.0,7.0,8.0,2.0,42.0,3.9,1.0,1.0,0.0,0,1.0
13452,-56.0,10.0,10.0,2.0,36.0,3.9,1.0,1.0,1.0,0,1.0
13454,-53.0,8.0,7.0,3.0,35.0,3.9,5.0,1.0,1.0,0,1.0
13455,-62.0,9.0,10.0,2.0,41.0,3.9,5.0,1.0,1.0,0,1.0
13456,-62.0,10.0,10.0,4.0,37.0,3.9,4.0,1.0,0.0,1,1.0
13457,-60.0,5.0,5.0,3.0,43.0,3.9,5.0,1.0,0.0,0,1.0
13458,-62.0,8.0,9.0,3.0,42.0,3.9,1.0,1.0,0.0,0,1.0
13459,-62.0,6.0,7.0,4.0,38.0,3.9,1.0,1.0,0.0,0,1.0
13461,-46.0,10.0,10.0,2.0,47.0,3.9,3.0,2.0,0.0,0,1.0
13462,-63.0,4.0,7.0,3.0,45.0,3.9,4.0,1.0,0.0,4,1.0
13463,-41.0,2.0,4.0,3.0,37.0,3.9,3.0,1.0,0.0,0,1.0
13464,-57.0,7.0,8.0,3.0,40.0,3.9,1.0,1.0,1.0,0,1.0
13465,-66.0,4.0,3.0,4.0,43.0,3.9,4.0,1.0,0.0,0,1.0
13466,-62.0,7.0,5.0,4.0,47.0,3.9,5.0,1.0,1.0,0,1.0
13467,-62.0,6.0,6.0,4.0,42.0,3.9,5.0,1.0,0.0,0,1.0
13468,-55.0,3.0,3.0,2.0,31.0,3.9,1.0,1.0,1.0,0,1.0
13469,-48.0,10.0,10.0,3.0,31.0,3.9,4.0,2.0,0.0,0,1.0
13470,-50.0,9.0,9.0,4.0,42.0,3.9,5.0,1.0,1.0,0,1.0
13471,-63.0,3.0,4.0,4.0,40.0,3.9,4.0,1.0,1.0,1,1.0
13472,-59.0,6.0,5.0,3.0,47.0,3.9,5.0,1.0,0.0,0,1.0
13473,-58.0,10.0,10.0,4.0,36.0,3.9,3.0,1.0,0.0,0,1.0
13474,-48.0,8.0,7.0,2.0,34.0,3.9,3.0,1.0,0.0,0,1.0
13475,-62.0,5.0,5.0,4.0,34.0,3.9,3.0,1.0,0.0,2,1.0
13476,-67.0,2.0,2.0,1.0,35.0,3.9,1.0,1.0,1.0,2,1.0
13477,-55.0,10.0,10.0,2.0,37.0,3.9,4.0,1.0,0.0,0,1.0
13478,-57.0,4.0,3.0,3.0,46.0,3.9,5.0,1.0,1.0,0,1.0
13480,-62.0,8.0,7.0,3.0,41.0,3.9,3.0,1.0,1.0,0,1.0
13482,-63.0,10.0,10.0,3.0,46.0,3.9,1.0,1.0,1.0,0,1.0
13483,-60.0,6.0,5.0,3.0,38.0,3.9,3.0,1.0,0.0,0,1.0
13484,-45.0,8.0,6.0,3.0,34.0,3.9,1.0,1.0,0.0,0,1.0
13485,-58.0,10.0,10.0,2.0,47.0,3.9,5.0,1.0,0.0,0,1.0
13486,-61.0,10.0,9.0,3.0,44.0,3.9,1.0,1.0,1.0,0,1.0
13487,-62.0,9.0,9.0,3.0,36.0,3.9,3.0,1.0,0.0,0,1.0
13488,-62.0,7.0,8.0,3.0,42.0,3.9,1.0,1.0,1.0,0,1.0
13490,-67.0,8.0,9.0,4.0,41.0,3.9,4.0,1.0,0.0,4,1.0
13491,-62.0,4.0,4.0,4.0,44.0,3.9,4.0,1.0,0.0,0,1.0
13492,-60.0,7.0,7.0,4.0,32.0,3.9,3.0,1.0,0.0,0,1.0
13493,-46.0,8.0,9.0,2.0,32.0,3.9,3.0,1.0,0.0,4,1.0
13494,-62.0,4.0,6.0,4.0,47.0,3.9,4.0,1.0,0.0,0,1.0
13495,-63.0,8.0,8.0,3.0,39.0,3.9,3.0,1.0,0.0,0,1.0
13496,-59.0,9.0,9.0,4.0,48.0,3.9,4.0,1.0,1.0,0,1.0
13497,-61.0,4.0,3.0,4.0,30.0,3.9,1.0,1.0,0.0,0,1.0
13500,-40.0,7.0,8.0,4.0,38.0,3.9,3.0,1.0,0.0,0,1.0
13501,-62.0,3.0,4.0,4.0,45.0,3.9,4.0,1.0,0.0,0,1.0
13502,-67.0,9.0,10.0,4.0,33.0,3.9,3.0,1.0,0.0,0,1.0
13503,-62.0,5.0,6.0,4.0,40.0,3.9,1.0,1.0,1.0,0,1.0
13504,-56.0,6.0,3.0,3.0,42.0,3.9,4.0,1.0,0.0,0,1.0
13505,-65.0,8.0,8.0,4.0,35.5,3.9,5.0,1.0,1.0,2,1.0
13506,-49.0,5.0,6.0,3.0,36.0,3.9,5.0,1.0,1.0,0,1.0
13507,-61.0,9.0,9.0,3.0,36.0,3.9,3.0,1.0,0.0,0,1.0
13508,-56.0,10.0,10.0,3.0,38.0,3.9,3.0,2.0,0.0,0,1.0
13510,-62.0,1.0,1.0,2.0,45.0,3.9,4.0,1.0,1.0,1,1.0
13511,-62.0,4.0,5.0,5.0,46.0,3.9,5.0,1.0,1.0,0,1.0
13512,-67.0,6.0,4.0,3.0,41.0,3.9,5.0,1.0,0.0,0,1.0
13513,-57.0,10.0,10.0,2.0,43.0,3.9,4.0,1.0,1.0,0,1.0
13514,-62.0,10.0,10.0,3.0,32.0,3.9,1.0,1.0,0.0,0,1.0
13515,-62.0,6.0,4.0,2.0,31.0,3.9,3.0,1.0,0.0,0,1.0
13517,-57.0,10.0,10.0,2.0,43.0,3.9,1.0,1.0,0.0,0,1.0
13519,-63.0,6.0,6.0,4.0,41.0,3.9,3.0,1.0,1.0,0,1.0
13520,-51.0,6.0,6.0,3.0,37.0,3.9,1.0,1.0,0.0,0,1.0
13521,-49.0,7.0,7.0,2.0,47.0,3.9,1.0,2.0,0.0,0,1.0
13522,-60.0,2.0,2.0,3.0,44.0,3.9,5.0,1.0,1.0,0,1.0
13523,-55.0,5.0,5.0,1.0,31.0,3.9,2.0,2.0,0.0,0,1.0
13524,-60.0,9.0,9.0,4.0,36.5,3.9,4.0,1.0,0.0,0,1.0
13525,-61.0,1.0,2.0,4.0,40.0,3.9,4.0,1.0,1.0,0,1.0
13526,-44.0,5.0,3.0,3.0,36.0,3.9,4.0,2.0,1.0,0,1.0
13527,-66.0,4.0,2.0,4.0,45.0,3.9,4.0,1.0,1.0,0,1.0
13528,-62.0,2.0,5.0,3.0,42.0,3.9,4.0,1.0,0.0,0,1.0
13529,-47.0,7.0,7.0,3.0,41.0,3.9,5.0,1.0,0.0,0,1.0
13530,-58.0,1.0,1.0,4.0,31.0,3.9,1.0,1.0,1.0,0,1.0
13531,-50.0,4.0,3.0,3.0,32.0,3.9,1.0,1.0,0.0,0,1.0
13532,-44.0,2.0,5.0,2.0,30.0,3.9,3.0,1.0,0.0,0,1.0
13533,-63.0,7.0,6.0,4.0,33.0,3.9,3.0,1.0,0.0,0,1.0
13535,-62.0,4.0,7.0,4.0,39.0,3.9,4.0,1.0,0.0,0,1.0
13536,-62.0,5.0,4.0,3.0,31.0,3.9,4.0,1.0,0.0,0,1.0
13538,-61.0,8.0,8.0,3.0,36.0,3.9,1.0,1.0,0.0,0,1.0
13539,-60.0,9.0,9.0,4.0,34.7,3.9,1.0,1.0,0.0,0,1.0
13540,-57.0,4.0,3.0,3.0,34.0,3.9,3.0,1.0,0.0,0,1.0
13542,-61.0,5.0,5.0,5.0,40.0,3.9,4.0,1.0,0.0,0,1.0
13543,-58.0,10.0,10.0,2.0,47.0,3.9,4.0,1.0,1.0,1,1.0
13544,-62.0,9.0,9.0,4.0,44.0,3.9,3.0,1.0,0.0,0,1.0
13545,-61.0,8.0,9.0,5.0,48.0,3.9,5.0,1.0,1.0,0,1.0
13546,-57.0,5.0,6.0,4.0,29.0,3.9,3.0,1.0,0.0,0,1.0
13547,-61.0,9.0,10.0,3.0,37.0,3.9,3.0,1.0,0.0,0,1.0
13549,-57.0,7.0,8.0,3.0,35.0,3.9,1.0,1.0,0.0,0,1.0
13550,-62.0,6.0,7.0,4.0,36.0,3.9,1.0,1.0,0.0,0,1.0
13551,-60.0,7.0,8.0,4.0,44.0,3.9,5.0,1.0,0.0,0,1.0
13552,-56.0,3.0,2.0,4.0,39.0,3.9,4.0,1.0,1.0,0,1.0
13553,-60.0,6.0,7.0,4.0,32.0,3.9,4.0,1.0,0.0,4,1.0
13554,-62.0,8.0,9.0,4.0,45.0,3.9,5.0,1.0,1.0,0,1.0
13555,-62.0,5.0,5.0,4.0,36.0,3.9,1.0,1.0,1.0,0,1.0
13556,-57.0,4.0,6.0,2.0,30.0,3.9,4.0,1.0,1.0,1,1.0
13558,-57.0,1.0,1.0,3.0,37.0,3.9,1.0,1.0,1.0,0,1.0
13559,-58.0,9.0,9.0,2.0,31.0,3.9,1.0,1.0,0.0,0,1.0
13560,-62.0,8.0,9.0,3.0,41.0,3.9,4.0,1.0,1.0,0,1.0
13561,-58.0,9.0,9.0,4.0,42.0,3.9,1.0,1.0,1.0,0,1.0
13562,-63.0,5.0,8.0,4.0,40.0,3.9,1.0,1.0,1.0,0,1.0
13563,-62.0,2.0,2.0,3.0,42.0,3.9,1.0,1.0,1.0,0,1.0
13565,-47.0,4.0,3.0,2.0,45.0,3.9,1.0,1.0,1.0,0,1.0
13566,-61.0,2.0,5.0,2.0,43.0,3.9,2.0,1.0,0.0,0,1.0
13568,-61.0,1.0,1.0,3.0,24.0,3.9,2.0,1.0,1.0,0,0.0
13570,-59.0,4.0,5.0,4.0,43.0,3.9,1.0,1.0,1.0,0,1.0
13571,-62.0,10.0,10.0,3.0,37.0,3.9,1.0,1.0,0.0,0,1.0
13572,-44.0,9.0,10.0,3.0,34.0,3.9,1.0,1.0,0.0,0,1.0
13573,-62.0,4.0,6.0,4.0,33.0,3.9,3.0,1.0,0.0,0,1.0
13574,-59.0,10.0,10.0,3.0,38.5,3.9,3.0,1.0,1.0,0,1.0
13575,-59.0,10.0,10.0,3.0,47.0,3.9,1.0,1.0,1.0,0,1.0
13576,-60.0,8.0,8.0,3.0,38.0,3.9,5.0,1.0,1.0,0,1.0
13577,-61.0,3.0,3.0,3.0,35.0,3.9,3.0,1.0,1.0,4,1.0
13579,-62.0,4.0,3.0,3.0,31.0,3.9,1.0,1.0,0.0,0,1.0
13580,-60.0,4.0,5.0,4.0,38.0,3.9,4.0,1.0,0.0,0,1.0
13581,-44.0,5.0,8.0,3.0,37.0,3.9,4.0,1.0,1.0,0,1.0
13582,-62.0,6.0,8.0,3.0,48.0,3.9,4.0,1.0,1.0,0,1.0
13583,-62.0,6.0,5.0,4.0,43.0,3.9,4.0,1.0,1.0,0,1.0
13585,-50.0,4.0,2.0,3.0,34.0,3.9,2.0,1.0,1.0,4,0.0
13586,-60.0,10.0,10.0,3.0,36.0,3.9,5.0,1.0,0.0,0,1.0
13587,-62.0,9.0,10.0,4.0,39.0,3.9,3.0,1.0,1.0,0,1.0
13589,-62.0,6.0,7.0,3.0,42.0,3.9,1.0,1.0,0.0,0,1.0
13590,-61.0,8.0,8.0,3.0,31.0,3.9,3.0,1.0,1.0,0,1.0
13591,-62.0,2.0,2.0,3.0,33.0,3.9,1.0,1.0,1.0,0,0.0
13592,-55.0,7.0,7.0,3.0,36.0,3.9,5.0,1.0,1.0,0,1.0
13594,-62.0,9.0,9.0,3.0,40.0,3.9,1.0,1.0,0.0,0,1.0
13595,-57.0,10.0,10.0,4.0,38.0,3.9,1.0,1.0,1.0,0,1.0
13596,-59.0,4.0,5.0,2.0,34.0,3.9,1.0,1.0,1.0,0,1.0
13597,-62.0,3.0,2.0,2.0,33.0,3.9,1.0,1.0,0.0,0,1.0
13598,-61.0,1.0,1.0,3.0,35.0,3.9,1.0,1.0,0.0,0,1.0
13599,-57.0,8.0,8.0,3.0,41.0,3.9,1.0,1.0,1.0,0,1.0
13600,-59.0,6.0,5.0,3.0,34.0,3.9,1.0,1.0,0.0,0,1.0
13601,-62.0,10.0,10.0,4.0,45.0,3.9,4.0,1.0,0.0,0,1.0
13602,-45.0,5.0,9.0,2.0,40.0,3.9,5.0,1.0,0.0,0,1.0
13603,-61.0,9.0,9.0,2.0,32.0,3.9,2.0,1.0,1.0,0,1.0
13604,-60.0,10.0,9.0,3.0,34.0,3.9,3.0,1.0,1.0,0,1.0
13605,-62.0,6.0,6.0,4.0,43.0,3.9,4.0,1.0,0.0,0,1.0
13606,-62.0,10.0,10.0,4.0,40.0,3.9,3.0,1.0,0.0,0,1.0
13608,-62.0,7.0,6.0,3.0,35.0,3.9,3.0,1.0,0.0,0,1.0
13609,-55.0,10.0,10.0,2.0,39.0,3.9,3.0,1.0,1.0,0,1.0
13610,-62.0,6.0,7.0,3.0,41.0,3.9,5.0,1.0,1.0,2,1.0
13611,-57.0,9.0,8.0,4.0,34.0,3.9,1.0,1.0,0.0,0,1.0
13612,-63.0,10.0,10.0,3.0,46.0,3.9,4.0,1.0,1.0,0,1.0
13613,-47.0,7.0,8.0,3.0,42.0,3.9,3.0,1.0,1.0,0,1.0
13614,-62.0,9.0,10.0,5.0,42.0,3.9,3.0,1.0,0.0,0,1.0
13615,-62.0,8.0,8.0,4.0,37.0,3.9,1.0,1.0,1.0,1,1.0
13617,-57.0,5.0,4.0,4.0,47.0,3.9,1.0,1.0,0.0,0,1.0
13618,-59.0,10.0,10.0,3.0,46.0,3.9,5.0,1.0,0.0,0,1.0
13619,-62.0,10.0,10.0,4.0,38.0,3.9,5.0,1.0,1.0,0,1.0
13620,-60.0,4.0,5.0,4.0,46.0,3.9,5.0,1.0,1.0,0,1.0
13622,-63.0,10.0,10.0,4.0,45.0,3.9,4.0,1.0,0.0,0,1.0
13623,-63.0,8.0,8.0,4.0,45.0,3.9,4.0,1.0,0.0,0,1.0
13624,-65.0,10.0,10.0,3.0,46.0,3.9,3.0,1.0,1.0,0,1.0
13625,-58.0,7.0,6.0,4.0,38.0,3.9,1.0,1.0,1.0,2,1.0
13626,-62.0,6.0,5.0,3.0,37.0,3.9,5.0,1.0,0.0,1,1.0
13627,-62.0,6.0,6.0,4.0,38.0,3.9,4.0,1.0,1.0,0,1.0
13628,-61.0,7.0,8.0,1.0,42.0,3.9,1.0,1.0,1.0,0,1.0
13629,-63.0,8.0,7.0,4.0,40.0,3.7,1.0,1.0,1.0,0,1.0
13630,-62.0,10.0,9.0,4.0,48.0,3.7,4.0,1.0,0.0,0,1.0
13632,-61.0,10.0,10.0,3.0,45.0,3.7,1.0,1.0,0.0,0,1.0
13633,-59.0,10.0,10.0,3.0,30.0,3.7,1.0,1.0,0.0,0,1.0
13634,-62.0,8.0,10.0,3.0,25.0,3.7,4.0,1.0,0.0,0,1.0
13636,-62.0,7.0,7.0,3.0,41.0,3.7,1.0,1.0,0.0,0,1.0
13637,-62.0,6.0,5.0,4.0,36.0,3.7,2.0,1.0,0.0,0,1.0
13638,-59.0,3.0,4.0,2.0,31.0,3.7,2.0,1.0,0.0,0,1.0
13639,-60.0,2.0,1.0,3.0,44.0,3.7,1.0,1.0,1.0,0,1.0
13640,-60.0,6.0,5.0,3.0,33.0,3.7,1.0,1.0,0.0,0,1.0
13641,-59.0,7.0,4.0,3.0,42.0,3.7,1.0,1.0,1.0,0,1.0
13642,-62.0,9.0,9.0,3.0,37.0,3.7,3.0,1.0,1.0,0,1.0
13643,-67.0,8.0,8.0,4.0,40.0,3.7,1.0,1.0,1.0,0,1.0
13644,-62.0,7.0,5.0,4.0,34.0,3.7,1.0,1.0,0.0,0,1.0
13645,-62.0,7.0,8.0,4.0,35.0,3.7,1.0,1.0,1.0,0,1.0
13646,-62.0,6.0,7.0,4.0,35.5,3.7,4.0,1.0,0.0,0,1.0
13649,-49.0,8.0,8.0,3.0,37.0,3.7,1.0,1.0,0.0,0,1.0
13650,-66.0,5.0,7.0,4.0,40.0,3.7,1.0,1.0,0.0,0,1.0
13651,-62.0,8.0,9.0,4.0,44.0,3.7,4.0,1.0,0.0,0,1.0
13652,-62.0,6.0,7.0,5.0,35.0,3.7,5.0,1.0,1.0,0,1.0
13653,-62.0,8.0,9.0,4.0,41.0,3.7,5.0,1.0,1.0,0,1.0
13654,-62.0,4.0,6.0,4.0,42.0,3.7,5.0,1.0,1.0,0,1.0
13655,-62.0,9.0,9.0,3.0,42.0,3.7,5.0,1.0,1.0,0,1.0
13656,-58.0,9.0,9.0,2.0,32.0,3.7,1.0,2.0,0.0,0,1.0
13657,-61.0,8.0,8.0,3.0,38.0,3.7,3.0,1.0,0.0,0,1.0
13658,-59.0,3.0,3.0,3.0,40.0,3.7,3.0,1.0,0.0,0,1.0
13660,-60.0,9.0,8.0,1.0,24.5,3.7,3.0,1.0,0.0,0,1.0
13661,-62.0,9.0,9.0,3.0,38.0,3.7,3.0,1.0,0.0,0,1.0
13662,-62.0,5.0,5.0,4.0,41.0,3.7,1.0,1.0,0.0,2,1.0
13663,-58.0,2.0,2.0,2.0,37.5,3.7,4.0,1.0,0.0,0,1.0
13664,-46.0,1.0,2.0,5.0,47.0,3.7,5.0,1.0,1.0,0,1.0
13665,-54.0,7.0,8.0,4.0,38.0,3.7,1.0,2.0,0.0,0,1.0
13666,-62.0,4.0,4.0,4.0,38.0,3.7,1.0,1.0,0.0,0,1.0
13667,-66.0,7.0,7.0,4.0,27.0,3.7,3.0,1.0,0.0,0,1.0
13668,-61.0,6.0,8.0,3.0,35.0,3.7,1.0,1.0,0.0,0,1.0
13669,-62.0,10.0,10.0,3.0,36.0,3.7,1.0,1.0,0.0,0,1.0
13670,-57.0,7.0,3.0,3.0,41.0,3.7,4.0,1.0,0.0,2,1.0
13671,-62.0,9.0,9.0,4.0,32.5,3.7,1.0,1.0,0.0,0,1.0
13672,-61.0,9.0,8.0,5.0,42.0,3.7,1.0,1.0,1.0,0,1.0
13673,-67.0,4.0,4.0,4.0,39.0,3.7,1.0,1.0,1.0,0,1.0
