age,workclass,education,marital_status,relationship,occupation,race,gender,capital_gain,capital_loss,hours_per_week,income
25,Private,Bachelors,Single,Own-child,Service,White,Female,0,0,40,0
33,Private,HS-grad,Divorced,Unmarried,Service,White,Female,0,0,30,0
22,Private,Some-college,Single,Own-child,Service,White,Male,0,0,35,0
21,Private,Some-college,Single,Own-child,Blue-Collar,White,Male,0,1719,30,0
44,Private,School,Married,Wife,Professional,White,Female,5178,0,36,1
50,Private,Some-college,Married,Husband,Sales,Asian-Pac-Islander,Male,0,0,50,1
44,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,45,0
53,Other/Unknown,HS-grad,Married,Husband,Other/Unknown,White,Male,0,0,40,1
41,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,50,1
54,Government,Some-college,Widowed,Unmarried,White-Collar,White,Female,0,0,40,0
60,Self-Employed,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
58,Private,Masters,Divorced,Not-in-family,Professional,White,Male,0,0,20,0
27,Private,Some-college,Married,Husband,Service,White,Male,3908,0,40,0
43,Private,HS-grad,Single,Unmarried,White-Collar,White,Female,0,0,60,0
33,Government,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,40,0
24,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,65,0
41,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
21,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
39,Private,Some-college,Married,Own-child,Blue-Collar,Asian-Pac-Islander,Male,0,0,40,0
27,Self-Employed,Bachelors,Single,Own-child,White-Collar,White,Female,0,0,40,0
50,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
20,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
46,Government,Bachelors,Married,Husband,White-Collar,White,Male,0,0,40,1
49,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
35,Government,Bachelors,Married,Wife,White-Collar,White,Female,0,0,35,1
56,Self-Employed,Some-college,Married,Husband,Service,White,Male,0,0,45,1
41,Government,Masters,Divorced,Not-in-family,Professional,White,Male,0,1974,40,0
41,Self-Employed,Some-college,Divorced,Not-in-family,Blue-Collar,White,Male,0,2001,50,0
42,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
58,Government,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
43,Private,Some-college,Married,Husband,White-Collar,White,Male,0,0,40,0
25,Private,HS-grad,Divorced,Not-in-family,Service,White,Female,0,0,40,0
57,Private,HS-grad,Divorced,Unmarried,White-Collar,White,Female,0,0,42,0
49,Private,School,Widowed,Not-in-family,Blue-Collar,White,Female,0,0,40,0
23,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,40,0
59,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
50,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,70,1
33,Private,Bachelors,Single,Not-in-family,Professional,White,Female,0,0,45,0
52,Private,Masters,Married,Husband,Service,White,Male,0,0,45,0
37,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
30,Self-Employed,HS-grad,Divorced,Unmarried,White-Collar,White,Female,0,0,40,0
39,Self-Employed,HS-grad,Divorced,Unmarried,Blue-Collar,White,Male,0,0,60,0
54,Government,Some-college,Divorced,Unmarried,Blue-Collar,White,Male,0,0,42,0
52,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,45,1
22,Government,HS-grad,Single,Unmarried,Service,White,Male,0,0,56,0
19,Other/Unknown,Some-college,Single,Own-child,Other/Unknown,White,Male,0,0,25,0
65,Private,HS-grad,Married,Husband,Sales,White,Male,9386,0,10,1
32,Private,Bachelors,Single,Not-in-family,White-Collar,White,Male,0,0,40,0
25,Private,School,Single,Unmarried,Blue-Collar,White,Male,0,0,40,0
34,Private,Some-college,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
47,Private,Assoc,Single,Not-in-family,Service,White,Female,0,0,55,0
24,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,98,0
63,Government,Doctorate,Divorced,Not-in-family,White-Collar,White,Female,0,2559,60,1
48,Private,School,Single,Unmarried,Service,White,Female,0,0,35,0
26,Private,HS-grad,Single,Not-in-family,Sales,White,Female,0,0,50,0
28,Private,Some-college,Separated,Not-in-family,Blue-Collar,White,Male,0,0,40,0
23,Private,HS-grad,Single,Own-child,Service,Black,Male,0,0,12,0
57,Self-Employed,Prof-school,Married,Husband,Professional,Asian-Pac-Islander,Male,15024,0,50,1
64,Government,Bachelors,Divorced,Not-in-family,Service,White,Male,0,0,40,0
28,Private,Bachelors,Single,Own-child,White-Collar,White,Male,0,0,50,1
28,Private,School,Married,Other-relative,Sales,White,Male,0,0,40,0
34,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,40,0
38,Self-Employed,School,Married,Husband,White-Collar,White,Male,0,1887,45,1
44,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,60,1
34,Private,Assoc,Single,Not-in-family,Professional,White,Female,1639,0,20,0
18,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,25,0
36,Private,School,Married,Husband,Blue-Collar,Other,Male,0,0,40,0
73,Self-Employed,HS-grad,Married,Husband,Blue-Collar,Asian-Pac-Islander,Male,0,2457,40,0
24,Private,HS-grad,Single,Own-child,Service,White,Male,0,0,40,0
29,Government,Bachelors,Married,Husband,White-Collar,Black,Male,0,0,40,1
33,Private,Some-college,Married,Husband,Professional,White,Male,0,0,40,0
57,Government,HS-grad,Separated,Other-relative,White-Collar,Black,Female,0,0,35,0
41,Private,Assoc,Single,Not-in-family,Blue-Collar,White,Female,0,0,40,0
55,Private,School,Widowed,Not-in-family,Blue-Collar,Black,Female,0,0,35,0
21,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
36,Self-Employed,Masters,Married,Husband,Professional,White,Male,0,0,45,1
26,Private,Some-college,Single,Not-in-family,Professional,Other,Male,0,0,50,0
32,Other/Unknown,Bachelors,Married,Wife,Other/Unknown,White,Female,0,0,20,1
40,Private,Some-college,Divorced,Unmarried,Service,White,Female,0,213,40,0
32,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
21,Private,Some-college,Single,Own-child,Service,White,Female,0,0,40,0
59,Government,Some-college,Married,Husband,White-Collar,White,Male,0,2179,40,0
29,Private,HS-grad,Single,Unmarried,Sales,Black,Female,0,1138,40,0
29,Self-Employed,Some-college,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,48,0
59,Self-Employed,Masters,Married,Husband,White-Collar,White,Male,15024,0,80,1
58,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
47,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,45,0
44,Private,HS-grad,Divorced,Not-in-family,White-Collar,White,Female,0,1504,45,0
31,Private,HS-grad,Single,Own-child,Service,White,Male,0,0,40,0
42,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,35,0
19,Private,HS-grad,Single,Own-child,Service,White,Male,0,0,25,0
66,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,50,0
41,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,45,0
22,Private,Some-college,Single,Own-child,Sales,White,Female,0,0,30,0
31,Private,HS-grad,Single,Own-child,Sales,White,Female,0,1594,30,0
30,Private,Bachelors,Single,Not-in-family,Sales,White,Male,0,0,40,0
36,Self-Employed,HS-grad,Separated,Not-in-family,Service,White,Female,0,0,16,0
75,Other/Unknown,Doctorate,Single,Not-in-family,Other/Unknown,White,Male,0,0,40,0
41,Government,Assoc,Divorced,Unmarried,Professional,Asian-Pac-Islander,Female,0,0,36,0
19,Private,Some-college,Single,Own-child,Blue-Collar,White,Male,0,0,20,0
60,Private,HS-grad,Married,Husband,Service,White,Male,0,0,40,0
24,Private,School,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
25,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
52,Private,Some-college,Single,Not-in-family,White-Collar,White,Female,0,0,50,0
30,Private,Bachelors,Single,Not-in-family,White-Collar,White,Female,0,0,45,0
37,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
55,Self-Employed,Doctorate,Divorced,Not-in-family,White-Collar,White,Female,0,0,30,0
20,Private,Some-college,Single,Other-relative,White-Collar,Black,Female,0,0,24,0
32,Private,School,Single,Not-in-family,Service,White,Female,0,0,15,0
18,Private,HS-grad,Single,Own-child,Service,White,Male,0,0,35,0
24,Private,Some-college,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
33,Government,Some-college,Married,Husband,Service,White,Male,0,0,45,0
76,Other/Unknown,Some-college,Widowed,Unmarried,Other/Unknown,White,Female,0,0,40,0
57,Government,Masters,Married,Husband,Service,White,Male,0,0,14,1
53,Private,Masters,Divorced,Unmarried,Professional,White,Female,0,1876,38,0
19,Private,HS-grad,Single,Not-in-family,Sales,White,Female,0,0,40,0
50,Government,Prof-school,Married,Husband,Professional,White,Male,0,0,40,1
27,Private,Bachelors,Single,Not-in-family,White-Collar,White,Male,0,0,50,0
40,Private,Assoc,Separated,Not-in-family,Blue-Collar,White,Female,0,0,60,0
26,Other/Unknown,School,Separated,Not-in-family,Other/Unknown,White,Male,0,0,40,0
47,Self-Employed,HS-grad,Married,Husband,Sales,White,Male,0,0,55,0
39,Government,Assoc,Married,Husband,Professional,White,Male,0,0,50,0
49,Government,Some-college,Divorced,Own-child,White-Collar,White,Male,0,0,40,0
28,Self-Employed,Some-college,Married,Husband,Professional,White,Male,0,0,7,0
33,Other/Unknown,Some-college,Married,Wife,Other/Unknown,Black,Female,0,0,30,0
50,Private,Bachelors,Married,Husband,White-Collar,White,Male,15024,0,40,1
28,Private,School,Single,Own-child,Blue-Collar,White,Male,0,0,50,0
30,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,40,0
47,Private,Masters,Married,Husband,White-Collar,White,Male,99999,0,50,1
39,Private,Bachelors,Married,Husband,Professional,White,Male,0,0,40,1
37,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,50,0
50,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,80,0
37,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
26,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
55,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,40,1
46,Private,Bachelors,Married,Husband,Professional,White,Male,0,0,40,1
32,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,60,0
26,Private,Bachelors,Single,Not-in-family,Blue-Collar,White,Male,0,0,45,1
32,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,7298,0,40,1
43,Private,Some-college,Single,Own-child,Blue-Collar,Asian-Pac-Islander,Female,1055,0,40,0
19,Private,HS-grad,Divorced,Not-in-family,Blue-Collar,White,Female,0,0,40,0
38,Private,HS-grad,Divorced,Not-in-family,Service,White,Female,0,0,75,0
38,Private,School,Married,Husband,Sales,White,Male,0,0,40,0
65,Private,Assoc,Married,Wife,White-Collar,White,Female,0,0,40,0
70,Self-Employed,Some-college,Married,Husband,White-Collar,White,Male,0,2246,40,1
48,Other/Unknown,HS-grad,Widowed,Unmarried,Other/Unknown,White,Female,0,0,25,0
44,Private,Bachelors,Separated,Unmarried,Blue-Collar,Black,Female,0,0,7,0
32,Private,Some-college,Single,Not-in-family,Sales,White,Male,0,0,50,0
30,Government,HS-grad,Single,Own-child,Service,Black,Female,0,0,40,0
49,Government,Assoc,Married,Husband,White-Collar,White,Male,0,0,60,1
23,Private,HS-grad,Single,Own-child,White-Collar,Black,Female,0,0,40,0
25,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,16,0
19,Private,Some-college,Single,Own-child,White-Collar,White,Female,0,0,15,0
27,Private,Assoc,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
43,Government,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,60,0
38,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,50,0
42,Private,Masters,Married,Husband,Professional,White,Male,0,0,60,0
33,Government,Bachelors,Single,Own-child,White-Collar,White,Male,0,0,38,0
30,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,40,1
29,Private,Bachelors,Single,Not-in-family,Service,White,Male,0,0,40,0
30,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
26,Private,HS-grad,Married,Husband,Service,White,Male,0,0,40,0
43,Private,Bachelors,Married,Husband,Professional,White,Male,0,0,40,1
30,Private,HS-grad,Married,Wife,Service,White,Female,0,0,45,0
38,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,40,1
48,Private,Masters,Married,Husband,White-Collar,White,Male,0,0,40,1
57,Private,Bachelors,Married,Husband,Sales,White,Male,0,1887,55,1
30,Private,HS-grad,Married,Wife,Sales,White,Female,0,0,30,0
42,Government,Masters,Separated,Unmarried,White-Collar,Black,Male,0,0,45,1
31,Self-Employed,HS-grad,Married,Husband,White-Collar,White,Male,0,0,70,0
32,Private,Some-college,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
28,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,40,0
63,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
32,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
20,Private,Some-college,Single,Own-child,Blue-Collar,White,Male,0,0,12,0
51,Self-Employed,Masters,Married,Wife,Professional,White,Female,0,0,30,1
36,Private,Bachelors,Single,Not-in-family,Service,White,Male,2176,0,20,0
24,Private,Some-college,Married,Husband,Sales,Amer-Indian-Eskimo,Male,0,0,40,0
41,Government,Assoc,Divorced,Unmarried,White-Collar,White,Female,0,0,44,0
21,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
27,Private,Some-college,Single,Not-in-family,Blue-Collar,Asian-Pac-Islander,Male,0,1876,45,0
17,Private,School,Single,Own-child,Service,Black,Male,0,0,35,0
45,Private,School,Married,Wife,Service,White,Female,0,0,40,0
39,Government,HS-grad,Separated,Unmarried,White-Collar,White,Female,0,625,35,0
21,Private,Some-college,Single,Own-child,Professional,Amer-Indian-Eskimo,Female,0,0,4,0
29,Private,Bachelors,Single,Not-in-family,Professional,White,Male,8614,0,45,1
39,Private,Masters,Single,Not-in-family,Sales,White,Male,0,2444,45,1
42,Private,HS-grad,Separated,Other-relative,Blue-Collar,Black,Male,0,0,40,0
22,Private,School,Married,Other-relative,Blue-Collar,White,Male,0,0,40,0
21,Other/Unknown,Some-college,Single,Own-child,Other/Unknown,White,Female,0,0,40,0
59,Private,HS-grad,Widowed,Not-in-family,White-Collar,White,Female,0,0,40,0
40,Private,Masters,Married,Husband,White-Collar,White,Male,0,0,65,1
45,Private,Some-college,Divorced,Not-in-family,Service,White,Female,0,0,40,0
35,Private,HS-grad,Divorced,Not-in-family,White-Collar,White,Male,0,0,50,0
58,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,20,0
45,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,1848,40,1
29,Private,HS-grad,Married,Husband,Blue-Collar,Amer-Indian-Eskimo,Male,0,0,45,0
21,Private,School,Single,Own-child,Blue-Collar,White,Male,0,0,45,0
51,Private,HS-grad,Married,Husband,Service,White,Male,0,0,40,0
34,Government,Some-college,Married,Wife,Service,White,Female,0,0,40,0
40,Private,Bachelors,Divorced,Not-in-family,White-Collar,White,Female,0,0,35,0
45,Private,School,Divorced,Unmarried,White-Collar,White,Female,0,0,16,0
38,Self-Employed,School,Married,Husband,Sales,White,Male,0,1887,40,1
22,Private,Bachelors,Single,Own-child,White-Collar,White,Female,0,0,40,0
37,Private,School,Married,Husband,Service,White,Male,3137,0,40,0
62,Private,School,Divorced,Unmarried,Service,White,Female,0,0,40,0
32,Government,Bachelors,Single,Not-in-family,White-Collar,White,Female,0,0,60,0
36,Private,Bachelors,Married,Wife,Professional,White,Female,0,0,4,1
43,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
37,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
33,Other/Unknown,Bachelors,Married,Wife,Other/Unknown,Asian-Pac-Islander,Female,0,0,40,0
28,Private,HS-grad,Single,Unmarried,Blue-Collar,White,Male,0,0,55,0
49,Other/Unknown,Some-college,Widowed,Unmarried,Other/Unknown,White,Female,0,0,28,0
47,Government,HS-grad,Married,Wife,Service,White,Female,0,0,7,1
59,Private,HS-grad,Divorced,Not-in-family,White-Collar,White,Female,0,0,40,0
35,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
35,Private,Bachelors,Married,Husband,Sales,White,Male,0,0,40,0
29,Self-Employed,Bachelors,Single,Other-relative,Professional,White,Male,0,0,40,0
57,Private,Assoc,Divorced,Not-in-family,Professional,Black,Female,0,0,40,0
41,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,60,1
37,Private,Masters,Married,Husband,Professional,White,Male,0,0,45,1
20,Government,Some-college,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
44,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,60,0
20,Government,HS-grad,Single,Not-in-family,White-Collar,White,Female,0,0,30,0
38,Self-Employed,Bachelors,Married,Wife,White-Collar,White,Female,0,0,28,1
23,Private,HS-grad,Married,Other-relative,White-Collar,White,Male,0,0,40,0
24,Private,HS-grad,Married,Own-child,Sales,White,Female,0,0,36,0
46,Private,Bachelors,Married,Husband,Sales,White,Male,0,0,40,1
32,Government,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
21,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
32,Private,Some-college,Married,Husband,Sales,White,Male,0,0,40,0
41,Private,Some-college,Divorced,Own-child,Sales,White,Male,2174,0,45,0
51,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
69,Self-Employed,School,Single,Other-relative,Blue-Collar,White,Male,1848,0,10,0
39,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,5178,0,50,1
43,Private,Some-college,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,40,0
51,Government,Bachelors,Married,Husband,Blue-Collar,White,Male,5178,0,40,1
43,Private,HS-grad,Divorced,Not-in-family,Service,White,Male,0,0,40,0
35,Self-Employed,School,Divorced,Unmarried,White-Collar,White,Female,0,0,84,0
32,Private,HS-grad,Divorced,Own-child,Blue-Collar,White,Male,0,0,40,0
25,Private,Bachelors,Single,Own-child,Professional,White,Female,0,0,21,0
64,Private,Some-college,Widowed,Not-in-family,Sales,White,Female,0,0,40,0
28,Private,Bachelors,Married,Wife,White-Collar,White,Female,0,0,40,0
44,Private,School,Married,Other-relative,Service,White,Male,0,0,40,0
40,Private,Bachelors,Married,Husband,Service,White,Male,0,0,40,1
21,Private,Some-college,Single,Own-child,Blue-Collar,Asian-Pac-Islander,Male,0,0,40,0
23,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
23,Private,Some-college,Single,Unmarried,Service,White,Female,0,0,20,0
19,Private,HS-grad,Single,Own-child,Service,Black,Male,0,0,40,0
61,Private,Some-college,Married,Husband,Service,White,Male,0,0,25,0
47,Self-Employed,School,Single,Not-in-family,Blue-Collar,Other,Male,0,0,40,0
39,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,45,0
51,Private,HS-grad,Married,Wife,White-Collar,White,Female,7688,0,40,1
25,Private,School,Married,Husband,White-Collar,White,Male,0,0,40,0
33,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,45,0
34,Government,Some-college,Divorced,Not-in-family,White-Collar,White,Female,0,0,38,0
54,Self-Employed,Some-college,Married,Husband,Sales,White,Male,0,0,50,0
24,Private,Bachelors,Single,Own-child,Service,White,Female,0,0,40,0
28,Private,HS-grad,Single,Own-child,Blue-Collar,Other,Male,0,0,50,0
33,Private,Some-college,Married,Husband,Sales,White,Male,0,0,44,0
63,Other/Unknown,HS-grad,Married,Husband,Other/Unknown,White,Male,0,0,14,0
31,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,60,1
70,Self-Employed,HS-grad,Married,Husband,White-Collar,White,Male,0,0,16,0
43,Private,HS-grad,Married,Wife,Blue-Collar,White,Female,0,0,40,0
36,Private,Some-college,Married,Wife,White-Collar,White,Female,0,0,12,1
50,Government,School,Single,Unmarried,Blue-Collar,White,Male,0,0,40,0
21,Private,Some-college,Single,Not-in-family,Service,Black,Female,0,0,30,0
31,Private,Some-college,Separated,Unmarried,Service,Black,Female,0,0,40,0
19,Other/Unknown,Some-college,Single,Own-child,Other/Unknown,White,Female,0,0,30,0
39,Private,Some-college,Divorced,Unmarried,White-Collar,White,Female,0,0,35,0
29,Private,School,Married,Wife,Service,White,Female,0,0,40,0
39,Private,Some-college,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,40,0
17,Private,School,Single,Other-relative,Blue-Collar,Other,Male,0,0,40,0
46,Private,Some-college,Divorced,Unmarried,Sales,White,Female,0,0,40,0
62,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
32,Private,School,Divorced,Unmarried,Service,Black,Female,0,0,23,0
28,Private,HS-grad,Single,Own-child,Service,Black,Female,0,0,40,0
19,Private,Some-college,Single,Other-relative,Sales,Black,Female,0,0,40,0
61,Government,Doctorate,Married,Husband,White-Collar,White,Male,4064,0,40,0
18,Private,Some-college,Single,Own-child,Sales,White,Male,0,0,25,0
39,Self-Employed,Prof-school,Married,Husband,Professional,White,Male,0,2415,50,1
24,Government,Bachelors,Married,Husband,Service,White,Male,0,0,45,0
38,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,41,0
38,Private,Masters,Married,Husband,Professional,Black,Male,0,0,40,1
17,Private,School,Single,Own-child,Sales,White,Male,0,0,20,0
28,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
52,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,8,0
61,Private,Prof-school,Married,Husband,Professional,White,Male,15024,0,20,1
69,Private,School,Married,Husband,Blue-Collar,White,Male,0,2267,40,0
19,Private,HS-grad,Single,Own-child,Sales,White,Female,0,0,25,0
26,Private,Some-college,Married,Husband,White-Collar,White,Male,0,0,40,1
34,Self-Employed,Some-college,Married,Husband,White-Collar,White,Male,0,0,40,1
70,Private,School,Married,Wife,Blue-Collar,White,Female,2653,0,40,0
21,Private,HS-grad,Single,Not-in-family,White-Collar,White,Female,0,0,25,0
43,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,44,0
52,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
59,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
21,Private,Assoc,Single,Own-child,White-Collar,White,Female,0,0,40,0
53,Self-Employed,Masters,Married,Husband,White-Collar,White,Male,0,1977,40,1
55,Government,Some-college,Married,Husband,Service,White,Male,0,0,40,1
46,Self-Employed,Masters,Divorced,Not-in-family,Sales,White,Male,0,0,60,1
36,Private,HS-grad,Separated,Unmarried,White-Collar,White,Female,0,0,37,0
39,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,48,0
78,Other/Unknown,Bachelors,Married,Husband,Other/Unknown,White,Male,0,0,3,0
30,Private,HS-grad,Single,Own-child,Professional,White,Female,0,0,30,0
22,Private,Some-college,Single,Own-child,Sales,White,Female,0,0,16,0
43,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,40,1
36,Private,HS-grad,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,56,0
36,Private,Bachelors,Married,Own-child,Blue-Collar,White,Male,0,0,40,1
50,Private,HS-grad,Divorced,Unmarried,Blue-Collar,White,Female,0,0,40,0
27,Government,Bachelors,Single,Not-in-family,Service,White,Female,0,0,35,0
46,Government,HS-grad,Married,Husband,White-Collar,White,Male,0,0,40,1
24,Private,Bachelors,Single,Own-child,Professional,White,Male,0,0,20,0
41,Private,HS-grad,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,40,0
68,Private,HS-grad,Married,Husband,White-Collar,White,Male,0,0,24,0
38,Government,Some-college,Married,Husband,White-Collar,White,Male,0,0,40,0
47,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,40,1
41,Private,Some-college,Single,Not-in-family,Service,Black,Male,0,0,20,0
31,Self-Employed,Doctorate,Single,Own-child,Professional,White,Female,0,0,48,0
29,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,42,0
26,Private,HS-grad,Single,Own-child,Blue-Collar,White,Female,0,0,40,0
51,Private,Some-college,Widowed,Unmarried,Blue-Collar,White,Female,0,0,36,0
26,Government,Bachelors,Single,Not-in-family,Service,Other,Male,0,0,60,0
27,Government,Bachelors,Single,Not-in-family,Professional,White,Female,0,0,60,0
36,Private,HS-grad,Married,Husband,Service,White,Male,0,0,50,0
28,Government,Bachelors,Single,Not-in-family,Professional,White,Female,0,0,40,0
53,Private,Bachelors,Divorced,Not-in-family,Service,White,Female,0,0,40,0
40,Government,Bachelors,Divorced,Not-in-family,Professional,White,Male,0,0,40,0
38,Private,HS-grad,Divorced,Not-in-family,Service,White,Female,0,0,20,0
21,Other/Unknown,School,Single,Own-child,Other/Unknown,White,Male,0,0,40,0
53,Private,School,Married,Husband,Service,White,Male,0,0,34,0
34,Government,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
43,Private,HS-grad,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,60,0
64,Private,School,Married,Husband,White-Collar,White,Male,0,0,40,0
21,Private,Some-college,Single,Own-child,White-Collar,White,Female,0,0,40,0
25,Other/Unknown,Bachelors,Single,Not-in-family,Other/Unknown,White,Male,0,0,13,0
38,Government,Prof-school,Single,Not-in-family,Professional,Asian-Pac-Islander,Female,99999,0,57,1
47,Government,Masters,Divorced,Not-in-family,Service,Black,Male,0,0,50,1
48,Private,Doctorate,Married,Husband,Professional,Asian-Pac-Islander,Male,0,1902,40,1
57,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,50,0
37,Private,Bachelors,Single,Not-in-family,White-Collar,White,Female,0,0,35,0
37,Private,School,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,40,0
51,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,55,1
32,Private,Assoc,Single,Not-in-family,White-Collar,White,Female,0,0,40,0
49,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
52,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,14,0
64,Government,Assoc,Married,Husband,White-Collar,White,Male,9386,0,45,1
46,Private,HS-grad,Divorced,Unmarried,White-Collar,White,Female,0,0,45,0
24,Government,Some-college,Married,Husband,Professional,White,Male,0,0,40,0
39,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,45,1
23,Private,HS-grad,Married,Wife,Blue-Collar,White,Female,3942,0,40,0
30,Private,Some-college,Single,Not-in-family,Blue-Collar,White,Male,0,0,44,0
34,Private,Masters,Divorced,Own-child,Professional,White,Female,0,0,60,1
30,Private,Some-college,Married,Husband,White-Collar,White,Male,0,0,40,0
25,Private,Bachelors,Single,Not-in-family,Sales,Black,Female,0,0,40,0
58,Government,Bachelors,Married,Husband,Professional,Black,Male,0,0,40,0
32,Private,Some-college,Married,Husband,White-Collar,White,Male,0,0,50,0
37,Private,HS-grad,Separated,Unmarried,Service,Black,Female,0,0,25,0
35,Private,HS-grad,Separated,Not-in-family,Service,Black,Female,0,0,40,0
18,Private,School,Single,Other-relative,Blue-Collar,White,Male,0,0,30,0
46,Private,Bachelors,Divorced,Unmarried,Professional,White,Female,0,0,40,0
